"","siren_nic","code_attraction_centre","code_commune_geo","name_commune_src_attr","name_attraction_centre","category_attraction_centre","code_region","name_region","code_department","code_commune_geo.y","name_commune","population_commune","latitude","longitude","siren.x","nic.x","siret","date_creation","year_workforce_record_update","date_latest_update","headquarter","date_creation_legal_unit","category","legal_shop_name","acronym_shop","popular_name_1","popular_name_2","popular_name_3","owner_gender","owner_lastname","owner_lastname_chosen","owner_firstname_1","owner_firstname_2","owner_firstname_3","owner_firstname_4","owner_firstname_used","owner_pseudonym","apen_code","rna_registration_code","social_category","workforce_category","year_workforce_survey","nic_centralized","date_sirene_last_update","category_business","year_category_survey","shop_address_complement_1","name_commune_src_etab","shop_address_complement_2","franchise_1","franchise_2","franchise_3","shop_name_public","shop_address_1","shop_address_2","population_attr_centre","siren.y","nic.y","franchise","carte_blanche","itelis","kalixia","sante_clair","seveane","promotion","audio_service","image date","website"
"1","2735027155","667","22020","Broons","Broons",11,"53","Bretagne","22","020","Broons",2935,48.3108134882,-2.24133807266,27350271,55,2.73503e+12,"01-05-2007",NA,2014-06-27 00:10:31,FALSE,"01-01-1973",5499,"OPTIC ARMOR SARL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.78A",NA,NA,"2",2019,48,2021-10-27 08:00:52,"PME",2019,NA,"BROONS",NA,"OPTIC ARMOR",NA,NA,NA,"1 RUE DE LA TRINITE 22250","  ",3718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","301712626102","528","12096","Espalion","Espalion",11,"76","Occitanie","12","096","Espalion",4643,44.5188717043,2.76426608276,301712626,102,3.01713e+13,"02-01-2003",2019,2021-10-27 08:14:07,FALSE,"01-01-1974",5710,"OPTIQUE DUBOR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.78A",NA,"N","12",2019,177,2021-11-27 04:03:59,"PME",2019,NA,"ESPALION",NA,"DUBOR OPTICIENS KRYS",NA,NA,NA,"23 BD JOSEPH POULENC 12500","  ",8178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","30688173162","648","76400","Luneray","Luneray",11,"28","Normandie","76","400","Luneray",2248,49.8227333447,0.917982419678,306881731,62,3.06882e+13,"01-04-1996",2019,2021-10-27 08:16:06,FALSE,"01-01-1966",5499,"""S.E.D.O.M.A.""","SEDOMA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.74Z",NA,"N","2",2019,138,2021-10-27 08:16:06,"PME",2019,NA,"LUNERAY",NA,"LUNOPTIQUE",NA,NA,NA," PL RENE COTY 76810","  ",4472,"306881731","62","vision plus",NA,NA,NA,NA,NA,NA,NA,2022-04-01,"https://www.lecollectifdeslunetiers.fr/opticien/france/seine-maritime/opticien-luneray/luneray-placecoty"
"4","31232618440","586","60104","Breteuil","Breteuil",11,"32","Hauts-de-France","60","104","Breteuil",4454,49.6340425257,2.29183403499,312326184,40,3.12326e+13,"01-01-2014",2019,2021-10-27 08:18:02,TRUE,"01-01-1978",5499,"BRET'OEIL OPTIC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.78A",NA,"N","1",2019,40,2021-10-27 08:18:02,"PME",2019,NA,"BRETEUIL",NA,NA,NA,NA,NA,"17 RUE DE LA REPUBLIQUE 60120","  ",6290,"312326184","40",NA,0,0,0,0,0,NA,0,2019-07-01,"https://optique-dutertre.fr/"
"5","31417677730","501","57106","Bouzonville","Bouzonville",11,"44","Grand Est","57","106","Bouzonville",4027,49.2988626834,6.54161019887,314176777,30,3.14177e+13,"01-07-1993",2019,2021-10-27 08:18:45,TRUE,"01-01-1978",5499,"VISION 2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.78A",NA,NA,"2",2019,30,2021-10-27 08:18:45,"PME",2019,NA,"BOUZONVILLE",NA,NA,NA,NA,NA,"47 RUE DE LA REPUBLIQUE 57320","  ",8799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","31553669822","644","10034","Bar-sur-Seine","Bar-sur-Seine",11,"44","Grand Est","10","034","Bar-sur-Seine",3202,48.1127221863,4.37880982139,315536698,22,3.15537e+13,"01-04-2004",2019,2021-10-27 08:19:23,TRUE,"01-01-1979",1000,NA,NA,NA,NA,NA,"M","GUICHON",NA,"ROGER","PAUL",NA,NA,"ROGER",NA,"47.78A",NA,NA,"1",2019,22,2021-10-27 08:19:23,"PME",2019,NA,"BAR-SUR-SEINE",NA,NA,NA,NA,NA," CHE DU VAL MORE 10110","  ",4757,"315536698","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","31833905848","517","57089","Bitche","Bitche",11,"44","Grand Est","57","089","Bitche",5216,49.0473471719,7.459601871,318339058,48,3.18339e+13,"19-12-1991",2019,2021-10-27 08:20:41,TRUE,"01-06-1980",5499,"ALSALOR OPTIQUE",NA,"OPTIQUE DU CENTRE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.78A",NA,NA,"3",2019,48,2021-10-27 08:20:41,"PME",2019,NA,"BITCHE",NA,NA,NA,NA,NA,"48 RUE MARECHAL FOCH 57230","  ",8601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","31882733418","490","66049","Céret","Céret",11,"76","Occitanie","66","049","Céret",8026,42.4739622057,2.75268021455,318827334,18,3.18827e+13,"01-04-1980",2019,2021-10-27 08:20:55,TRUE,"01-04-1980",5499,"EURL OPTIC 2000 CERET",NA,"OPTIC 2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.78A",NA,"N","2",2019,18,2021-10-27 08:20:55,"PME",2019,"11 ET 13","CERET",NA,NA,NA,NA,NA,"11 BD MAL JOFFRE 66400","  ",9480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","32167491317","640","38399","Saint-Jean-de-Bournay","Saint-Jean-de-Bournay",11,"84","Auvergne-Rhône-Alpes","38","399","Saint-Jean-de-Bournay",4699,45.4982631773,5.14748470946,321674913,17,3.21675e+13,"13-04-1981",2019,2021-10-27 08:22:24,TRUE,"13-04-1981",5499,"OPTIQUE SAINT JEAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.78A",NA,"N","3",2019,17,2021-10-27 08:22:24,"PME",2019,NA,"SAINT-JEAN-DE-BOURNAY",NA,"VISION PLUS",NA,NA,NA,"61 RUE REPUBLIQUE 38440","  ",4699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","32167491325","640","38399","Saint-Jean-de-Bournay","Saint-Jean-de-Bournay",11,"84","Auvergne-Rhône-Alpes","38","399","Saint-Jean-de-Bournay",4699,45.4982631773,5.14748470946,321674913,25,3.21675e+13,"24-08-2002",2019,2021-10-27 08:22:24,FALSE,"13-04-1981",5499,"OPTIQUE SAINT JEAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.78A",NA,"N","3",2019,17,2021-10-27 08:22:24,"PME",2019,NA,"SAINT-JEAN-DE-BOURNAY",NA,"KRYS",NA,NA,NA,"72 RUE DE LA REPUBLIQUE 38440","  ",4699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","32257851925","496","64410","Mourenx","Mourenx",11,"75","Nouvelle-Aquitaine","64","410","Mourenx",6660,43.3740220656,-0.617464224458,322578519,25,3.22579e+13,"21-07-1981",2019,2021-10-27 08:22:54,FALSE,"21-07-1981",5710,"COUDERC OPTIQUE SA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.78A",NA,"N","2",2019,17,2021-10-27 08:22:54,"PME",2019,NA,"MOURENX",NA,NA,NA,NA,NA," BD DE LA REPUBLIQUE 64150","  ",8978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","32667774723","488","16106","Confolens","Confolens",11,"75","Nouvelle-Aquitaine","16","106","Confolens",2825,46.0191386034,0.658522279035,326677747,23,3.26678e+13,"26-07-1988",2019,2021-10-27 08:25:24,TRUE,"01-02-1983",5499,"EURO OPTIQUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.78A",NA,NA,"1",2019,23,2021-10-27 08:25:24,"PME",2019,NA,"CONFOLENS",NA,NA,NA,NA,NA,"2 PL HENRI COURSAGET 16500","  ",9586,"326677747","23",NA,0,0,0,0,0,NA,1,2020-06-01,"https://www.eurooptique.com/"
"13","32806080129","533","50410","Pontorson","Pontorson",11,"28","Normandie","50","410","Pontorson",4420,48.5689721753,-1.48653363271,328060801,29,3.28061e+13,"29-03-1994",NA,2008-12-06 04:40:40,FALSE,"12-08-1983",5499,"SODE FRANCH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.78A",NA,NA,"NN",NA,37,2017-05-20 03:03:26,"PME",2019,NA,"PONTORSON",NA,NA,NA,NA,NA,"63 RUE COUESNON 50170","  ",7821,"328060801","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","32806080137","533","50410","Pontorson","Pontorson",11,"28","Normandie","50","410","Pontorson",4420,48.5689721753,-1.48653363271,328060801,37,3.28061e+13,"01-10-1996",NA,2014-06-14 02:03:40,TRUE,"12-08-1983",5499,"SODE FRANCH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.78A",NA,NA,"NN",NA,37,2017-05-20 03:03:26,"PME",2019,NA,"PONTORSON",NA,NA,NA,NA,NA,"75 RUE COUESNON 50170","  ",7821,"328060801","37",NA,0,0,0,0,0,NA,0,2020-11-01,"https://www.optiquederien.com/"
"15","32947676620","537","67434","Sarre-Union","Sarre-Union",11,"44","Grand Est","67","434","Sarre-Union",2867,48.9451866571,7.08863161456,329476766,20,3.29477e+13,"03-01-2001",2019,2021-10-27 08:27:18,TRUE,"01-05-1984",5499,"CENTRE OPTIQUE MEDICALE WAGNER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.78A",NA,NA,"2",2019,20,2021-10-27 08:27:18,"PME",2019,NA,"SARRE-UNION",NA,NA,NA,NA,NA,"8 RUE DU MARECHAL FOCH 67260","  ",7738,"329476766","20",NA,0,0,0,0,0,NA,1,2021-10-01,"https://centre-optique-medicale-wagner.fr/"
"16","33058159654","628","30321","Sommières","Sommières",11,"76","Occitanie","30","321","Sommières",4979,43.7756118498,4.08232743857,330581596,54,3.30582e+13,"30-07-2016",NA,2022-02-01 17:02:14,TRUE,"01-08-1984",5499,"SOMMIERES OPTIQUE SARL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.78A",NA,"N","NN",NA,54,2022-02-01 17:02:14,"PME",2019,NA,"SOMMIERES",NA,NA,NA,NA,NA,"3 AV RAOUL GAUSSEN 30250","  ",4979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","33210763094","585","38261","Morestel","Morestel",11,"84","Auvergne-Rhône-Alpes","38","261","Morestel",4568,45.6800024667,5.47063929574,332107630,94,3.32108e+13,"31-03-2018",NA,2018-11-28 16:36:43,FALSE,"01-01-1985",5710,"OPTIQUE CH MARIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.78A",NA,"N","12",2019,45,2022-02-22 10:13:48,"PME",2019,NA,"MORESTEL",NA,NA,NA,NA,NA,"277  GRANDE RUE 38510","  ",6314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","33824706722","550","74191","Morzine","Morzine",11,"84","Auvergne-Rhône-Alpes","74","191","Morzine",2860,46.1732135057,6.74252144427,338247067,22,3.38247e+13,"15-06-1986",2019,2021-10-27 08:31:48,TRUE,"15-06-1986",5499,"MORZINE OPTIQUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.78A",NA,"N","1",2019,22,2021-10-27 08:31:48,"PME",2019,NA,"MORZINE",NA,NA,NA,NA,NA,"371 RTE DU BOURG 74110","  ",7536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","34191101431","481","68185","Lièpvre","Sainte-Marie-aux-Mines",12,"44","Grand Est","68","185","Lièpvre",1752,48.2678392398,7.27599094644,341911014,31,3.41911e+13,"01-07-2017",2019,2021-10-27 08:34:44,TRUE,"01-07-1987",5710,"OPTIQUE DES MINES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.78A",NA,NA,"1",2019,31,2021-10-27 08:34:44,"PME",2019,NA,"LIEPVRE",NA,"OPTIQUE DES MINES",NA,NA,NA,"41 RUE DE LA ROCHETTE 68660","  ",9724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","34307446437","681","73304","Val-d'Isère","Val-d'Isère",11,"84","Auvergne-Rhône-Alpes","73","304","Val-d'Isère",1582,45.4310113935,6.99852444032,343074464,37,3.43074e+13,"28-08-1990",2019,2021-10-27 08:35:43,TRUE,"01-12-1987",5710,"VAL OPTIQUE",NA,"VAL OPTIC - MERIBEL OPTIC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.78A",NA,"N","3",2019,37,2021-10-27 08:35:43,"PME",2019,"VAL VILLAGE - BAT A","VAL D'ISERE",NA,"VAL OPTIC",NA,NA,NA,"  VAL VILLAGE 73150","  ",1582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","34803143610","561","49180","Longué-Jumelles","Longué-Jumelles",11,"52","Pays de la Loire","49","180","Longué-Jumelles",6913,47.3984723864,-0.107579294015,348031436,10,3.48031e+13,"15-09-1988",NA,2019-11-14 14:00:40,FALSE,"15-09-1988",5499,"O.L.J.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.78A",NA,"N","3",2019,36,2021-10-27 08:38:24,"PME",2019,NA,"LONGUE-JUMELLES",NA,"OPTIC 2000",NA,NA,"OPTIC 2000","27 RUE DE L'AUMONERIE 49160","  ",7038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","34803143636","561","49180","Longué-Jumelles","Longué-Jumelles",11,"52","Pays de la Loire","49","180","Longué-Jumelles",6913,47.3984723864,-0.107579294015,348031436,36,3.48031e+13,"21-03-1997",2019,2021-10-27 08:38:24,TRUE,"15-09-1988",5499,"O.L.J.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.78A",NA,"N","3",2019,36,2021-10-27 08:38:24,"PME",2019,NA,"LONGUE-JUMELLES",NA,NA,NA,NA,NA,"1 RUE DE L'AUMONERIE 49160","  ",7038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","34886497617","502","64493","Saint-Palais","Saint-Palais",11,"75","Nouvelle-Aquitaine","64","493","Saint-Palais",1906,43.3153764046,-1.0377471932,348864976,17,3.48865e+13,"01-10-1988",2019,2021-10-27 08:39:05,TRUE,"01-10-1988",5499,"OPTIQUE HOURCADE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.78A",NA,NA,"1",2019,17,2021-10-27 08:39:05,"PME",2019,NA,"SAINT-PALAIS",NA,NA,NA,NA,NA,"5 RUE DU CENTRE 64120","  ",8846,"348864976","17",NA,1,0,1,0,1,NA,0,2021-05-01,"http://optiquehourcade.expertsantevisuelle.com/"
"24","34932514217","497","40310","Soustons","Soustons",11,"75","Nouvelle-Aquitaine","40","310","Soustons",8068,43.7498040758,-1.3280117155,349325142,17,3.49325e+13,"31-12-1988",2019,2021-10-27 08:39:29,TRUE,"31-12-1988",5499,"OPTIQUE SOUSTONS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.78A",NA,NA,"2",2019,17,2021-10-27 08:39:29,"PME",2019,"PERISTYLE N°6","SOUSTONS",NA,NA,NA,NA,NA," PL ROBERT LASSALLE 40140","  ",8920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","35009150040","513","17369","Saint-Martin-de-Ré","La Flotte",12,"75","Nouvelle-Aquitaine","17","369","Saint-Martin-de-Ré",2251,46.1990908569,-1.36683779933,350091500,40,3.50092e+13,"20-10-2008",2018,2020-08-25 10:10:19,TRUE,"28-02-1989",5499,"SARL REOPTI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.78A",NA,NA,"0",2018,40,2020-08-25 10:10:19,"PME",2019,NA,"SAINT-MARTIN-DE-RE",NA,"ATOL",NA,NA,NA,"19 AV PHILIPPSBURG 17410","  ",8560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","35094062335","637","40224","Peyrehorade","Peyrehorade",11,"75","Nouvelle-Aquitaine","40","224","Peyrehorade",3870,43.5583873014,-1.10698952951,350940623,35,3.50941e+13,"01-03-2001",2019,2021-10-27 08:01:31,TRUE,"16-05-1989",5499,"OPTIQUE GAMBETTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.78A",NA,"N","2",2019,35,2021-10-27 08:01:31,"PME",2019,NA,"PEYREHORADE",NA,NA,NA,NA,NA,"3 RUE LEMBARRY 40300","  ",4823,"350940623","35","optic 2000",1,0,1,0,1,NA,0,2022-05-02,"https://opticiens.optic2000.com/opticien-peyrehorade-40300-1264"
"27","35103388150","533","50410","Pontorson","Pontorson",11,"28","Normandie","50","410","Pontorson",4420,48.5689721753,-1.48653363271,351033881,50,3.51034e+13,"04-03-2014",2019,2021-10-27 08:01:36,FALSE,"01-06-1989",5499,"OPTIQUE BARBOT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.78A",NA,NA,"11",2019,19,2021-10-27 08:01:36,"PME",2019,NA,"PONTORSON",NA,"OPTIQUE 2000",NA,NA,NA,"31 RUE COUESNON 50170","  ",7821,"351033881","50","optic 2000",1,0,1,1,1,NA,1,2022-05-01,"https://opticiens.optic2000.com/opticien-pontorson-50170-2271"
"28","35151135752","647","49127","Durtal","Durtal",11,"52","Pays de la Loire","49","127","Durtal",3459,47.6780515421,-0.254608332885,351511357,52,3.51511e+13,"01-05-2000",2019,2021-10-27 08:02:05,FALSE,"01-06-1989",5710,"SARTHE OPTIQUE",NA,"OPTIC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.78A",NA,"N","2",2019,60,2022-03-10 03:50:32,"PME",2019,NA,"DURTAL",NA,"OPTIC 2000",NA,NA,NA,"24 RUE ST PIERRE 49430","  ",4488,"351511357","52","optic 2000",1,0,0,1,1,NA,0,2021-10-01,"https://opticiens.optic2000.com/opticien-durtal-49430-818"
"29","35218998936","579","39013","Arbois","Arbois",11,"27","Bourgogne-Franche-Comté","39","013","Arbois",3544,46.8941749828,5.77318253275,352189989,36,3.5219e+13,"01-03-2005",2019,2022-03-15 04:23:45,TRUE,"30-09-1989",5710,"OPTIC CONTACT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.78A",NA,NA,"1",2019,36,2022-03-15 04:23:45,"PME",2019,NA,"ARBOIS",NA,NA,NA,NA,NA,"47 GR RUE 39600","  ",6680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","35398907215","525","35297","Saint-Méen-le-Grand","Saint-Méen-le-Grand",11,"53","Bretagne","35","297","Saint-Méen-le-Grand",4808,48.1925581351,-2.19497591455,353989072,15,3.53989e+13,"01-01-1990",NA,2019-11-14 14:00:34,TRUE,"01-01-1990",5499,"SCOUARNEC OPTIQUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.78A",NA,"N","NN",NA,15,2019-09-20 03:51:06,"PME",2019,NA,"SAINT-MEEN-LE-GRAND",NA,NA,NA,NA,NA,"24 PL PATTON 35290","  ",8280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","37958535927","610","88078","Bruyères","Bruyères",11,"44","Grand Est","88","078","Bruyères",3117,48.2129348466,6.71603066311,379585359,27,3.79585e+13,"13-09-2004",2019,2021-10-27 08:07:25,TRUE,"01-10-1990",5710,"OPTIQUE MEDICALE BUFFARD",NA,"OPTIC 2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.78A",NA,"N","1",2019,27,2021-10-27 08:07:25,"PME",2019,NA,"BRUYERES",NA,NA,NA,NA,NA,"16 AV DU CAMEROUN 88600","  ",5590,"379585359","27","optic 2000",1,0,1,0,1,NA,0,2022-04-30,"https://opticiens.optic2000.com/opticien-bruyeres-88600-902"
"32","38114425216","557","56117","Locminé","Locminé",11,"53","Bretagne","56","117","Locminé",4553,47.8796108678,-2.83755408244,381144252,16,3.81144e+13,"01-03-1991",2019,2021-10-27 08:09:14,TRUE,"01-03-1991",5499,"OPTIQUE MOLLET",NA,"OPTIQUE LE GOFF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.78A",NA,NA,"1",2019,16,2021-10-27 08:09:14,"PME",2019,NA,"LOCMINE",NA,NA,NA,NA,NA,"9 RPT DE LA REPUBLIQUE 56500","  ",7344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","38124237926","620","41232","Salbris","Salbris",11,"24","Centre-Val de Loire","41","232","Salbris",5268,47.4134591452,2.04499057381,381242379,26,3.81242e+13,"01-09-1995",2019,2021-10-27 08:09:21,TRUE,"01-03-1991",5499,"OPTIQUE BAILLY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.78A",NA,"N","2",2019,26,2021-11-03 08:48:11,"PME",2019,NA,"SALBRIS",NA,NA,NA,NA,NA,"30 RUE DU GENERAL GIRAUD 41300","  ",5268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","38160237454","558","19276","Uzerche","Uzerche",11,"75","Nouvelle-Aquitaine","19","276","Uzerche",2870,45.4238857521,1.56525480659,381602374,54,3.81602e+13,"18-11-2010",2019,2021-10-27 08:09:46,FALSE,"01-04-1991",5710,"OAPR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.78A",NA,NA,"3",2019,47,2021-10-27 08:09:46,"PME",2019,"ANGLE 7 PLACE MARIE COLEIN","UZERCHE",NA,"VISION PLUS",NA,NA,NA,"  ET DE L'AVENIR DE PARIS 19140","  ",7181,"381602374","54","vision plus",1,1,0,0,1,NA,0,2021-06-01,"https://www.lecollectifdeslunetiers.fr/opticien/france/correze/opticien-uzerche/uzerche-placecolein"
"35","38168603911","493","50639","Villedieu-les-Poêles-Rouffigny","Villedieu-les-Poêles-Rouffigny",11,"28","Normandie","50","639","Villedieu-les-Poêles-Rouffigny",3960,48.8344159273,-1.22248057231,381686039,11,3.81686e+13,"02-04-1991",2019,2021-10-27 08:09:52,TRUE,"02-04-1991",5499,"SARL OPTIQUE LEMAUX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.78A",NA,NA,"2",2019,11,2021-10-27 08:09:52,"PME",2019,NA,"VILLEDIEU-LES-POELES-ROUFFIGNY",NA,NA,NA,NA,NA,"5 PL DES CHEVALIERS DE MALTE 50800","  ",9079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","38210789426","492","83065","Gassin","Saint-Tropez",20,"93","Provence-Alpes-Côte d'Azur","83","065","Gassin",2623,43.2392065224,6.58617518642,382107894,26,3.82108e+13,"03-06-1991",2019,2021-10-27 08:10:21,TRUE,"23-05-1991",5499,"BENOIT CARTIER OPTIQUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.78A",NA,NA,"2",2019,26,2021-10-27 08:10:21,"PME",2019,"GEANT CASINO NO 33","GASSIN",NA,NA,NA,NA,NA,"  LA FOUX 83580","  ",9178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","38229457738","545","51380","Montmirail","Montmirail",11,"44","Grand Est","51","380","Montmirail",3648,48.8802869076,3.56048556258,382294577,38,3.82295e+13,"18-11-2000",NA,2008-01-04 22:07:56,FALSE,"01-07-1991",5499,"OPTIQUE CHARLOT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.78A",NA,NA,"1",2019,12,2021-10-27 08:10:31,"PME",2019,NA,"MONTMIRAIL",NA,NA,NA,NA,NA,"29 PL REMY PETIT 51210","  ",7594,"382294577","38","atol",0,0,0,0,0,NA,0,2020-03-01,"https://www.opticiens-atol.com/opticiens/montmirail-29-place-remy-petit?utm_source=Yext&utm_medium=GMB&y_source=1_MTUwOTU4MzYtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D"
"38","38348215517","611","67388","Reichshoffen","Reichshoffen",11,"44","Grand Est","67","388","Reichshoffen",5480,48.9374738141,7.67524392533,383482155,17,3.83482e+13,"01-12-1991",2019,2021-10-27 08:11:57,TRUE,"01-12-1991",1000,NA,NA,"OPTIC A",NA,NA,"F","DENU","KISTLER","ANNY",NA,NA,NA,"ANNY",NA,"47.78A",NA,NA,"1",2019,17,2021-10-27 08:11:58,"PME",2019,NA,"REICHSHOFFEN",NA,NA,NA,NA,NA,"16 RUE DU GENERAL DE GAULLE 67110","  ",5480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","38494104318","614","59571","Solesmes","Solesmes",11,"32","Hauts-de-France","59","571","Solesmes",4441,50.171784611,3.51976547867,384941043,18,3.84941e+13,"01-04-1992",2019,2021-10-27 08:13:51,TRUE,"01-04-1992",5499,"SARL SOLESMES OPTIQUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.78A",NA,NA,"2",2019,18,2021-10-27 08:13:51,"PME",2019,NA,"SOLESMES",NA,NA,NA,NA,NA,"22 RUE DE SELLE 59730","  ",5465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","38521290739","507","14174","Condé-en-Normandie","Condé-en-Normandie",11,"28","Normandie","14","174","Condé-en-Normandie",6912,48.8496985115,-0.562504676497,385212907,39,3.85213e+13,"01-04-1992",NA,2008-01-04 22:51:30,FALSE,"01-04-1992",5499,"SARL LE MENN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.78A",NA,"N","2",2019,21,2021-10-27 08:14:12,"PME",2019,NA,"CONDE-EN-NORMANDIE",NA,NA,NA,NA,NA,"11 RUE DU VIEUX CHATEAU 14110","  ",8866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","38927507418","534","10064","Brienne-le-Château","Brienne-le-Château",11,"44","Grand Est","10","064","Brienne-le-Château",2852,48.3974195288,4.53928532253,389275074,18,3.89275e+13,"01-10-1992",2019,2021-10-27 08:16:47,TRUE,"01-10-1992",5710,"OPTIQUE RIVET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.78A",NA,"N","2",2019,18,2021-10-27 08:16:47,"PME",2019,NA,"BRIENNE-LE-CHATEAU",NA,NA,NA,NA,NA,"5 PL DE LA REPUBLIQUE 10500","  ",7824,"389275074","18",NA,0,0,0,0,0,NA,0,2010-11-01,NA
